Source,Link
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Palayesh Niroo,/iranian-entities/palayesh-niroo
Paradise Medical Pioneers Company,/iranian-entities/paradise-medical-pioneers-company
Paravar Pars Company,/iranian-entities/paravar-pars-company
Parchin Chemical Industries,/iranian-entities/parchin-chemical-industries
Parchin Missile Industrial Production Group,/iranian-entities/parchin-missile-industrial-production-group
Pardazan System Namad Arman,/iranian-entities/pardazan-system-namad-arman
Pardis Investment Company,/iranian-entities/pardis-investment-company
Pars Amayesh Sanaat Kish,/iranian-entities/pars-amayesh-sanaat-kish
Pars Aviation Services Company (PASC),/iranian-entities/pars-aviation-services-company-pasc
Pars Garma Company,/iranian-entities/pars-garma-company
Pars Isotope Company,/iranian-entities/pars-isotope-company
Pars MCS,/iranian-entities/pars-mcs
Pars Minoo Ind. Co.,/iranian-entities/pars-minoo-ind-co
Pars Oil and Gas Company,/iranian-entities/pars-oil-and-gas-company
Pars Oil and Gas Project,/iranian-entities/pars-oil-gas-project
Pars Switch Co.,/iranian-entities/pars-switch-co
Pars Tableau,/iranian-entities/pars-tableau
Pars Trash Company,/iranian-entities/pars-trash-company
Parto Namaye Toloua Co.,/iranian-entities/parto-namaye-toloua-co
Parto Sanat Co.,/iranian-entities/parto-sanat-co
Parto Turbine Blade Engine and Manufacturing Company,/iranian-entities/parto-turbine-blade-engine-and-manufacturing-company
Parto Zist Behboud,/iranian-entities/parto-zist-behboud
Parviz Fatah,/iranian-entities/parviz-fatah
Parviz Khaki,/iranian-entities/parviz-khaki
Passive Defense Organization,/iranian-entities/passive-defense-organization
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Pasteur Institute of Iran,/iranian-entities/pasteur-institute-iran
Paya Partov,/iranian-entities/paya-partov
Payam,/iranian-entities/payam
Pearl Energy Company Ltd,/iranian-entities/pearl-energy-company-ltd
Pearl Energy Services SA,/iranian-entities/pearl-energy-services-sa
Pejman Industrial Services,/iranian-entities/pejman-industrial-services
Pentane Chemistry Industries,/iranian-entities/pentane-chemistry-industries
Pere Punti,/iranian-entities/pere-punti
Perse Sanco Ltd.,/iranian-entities/perse-sanco-ltd
Persia International Bank PLC,/iranian-entities/persia-international-bank-plc
Petro Green,/iranian-entities/petro-green
Petro Parts,/iranian-entities/petro-parts
Petrochemical Special Economic Zone Organization,/iranian-entities/petrochemical-special-economic-zone-organization
Petrofac Pars PJS,/iranian-entities/petrofac-pars-pjs
Physics Research Center (PHRC),/iranian-entities/physics-research-center-phrc
Pioneer Energy Industries Development Company (PEI),/iranian-entities/pioneer-energy-industries-development-company-pei
Pishro Systems Research Company,/iranian-entities/pishro-systems-research-company
"Pishtazan Kavosh Gostar Boshra, LLC",/iranian-entities/pishtazan-kavosh-gostar-boshra-llc
Post Bank,/iranian-entities/post-bank
Pouya Air (Yas Air),/iranian-entities/pouya-air-yas-air
Pouya Control,/iranian-entities/pouya-control
Puladir Investment Casing Co.,/iranian-entities/puladir-investment-casing-co
Pulse Niru,/iranian-entities/pulse-niru
Qadiri Base Factory,/iranian-entities/qadiri-base-factory
Qasem Soleimani,/iranian-entities/qasem-soleimani
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Qeshm Madkandaloo Shipbuilding Cooperative Co.,/iranian-entities/qeshm-madkandaloo-shipbuilding-cooperative-co
Qods Aviation Industries (QAI),/iranian-entities/qods-aeronautics-industries
Raad Iran,/iranian-entities/raad-iran
Radiation Applications Development Company,/iranian-entities/radiation-applications-development-company
Rah Sahel,/iranian-entities/rah-sahel
Rahab Institute,/iranian-entities/rahab-institute
Rahim Ahmadi,/iranian-entities/rahim-ahmadi
Rahmatollah Heidari,/iranian-entities/rahmatollah-heidari
Raht Aseman,/iranian-entities/raht-aseman
Raka,/iranian-entities/raka
Ramandeh,/iranian-entities/ramandeh
Rasa Technology and Innovation Center,/iranian-entities/rasa-technology-innovation-center
"Rashidian, Abdol Hamid",/iranian-entities/rashidian-abdol-hamid
Rasta Group Inc.,/iranian-entities/rasta-group-inc
Rastafann Ertebat Engineering Company,/iranian-entities/rastafann-ertebat-engineering-company
Rastin Khadamat Parsian Company,/iranian-entities/rastin-khadamat-parsian-company
Rayan Roshd Afzar,/iranian-entities/rayan-roshd-afzar
Razi Institute,/iranian-entities/razi-institute
Razi Metallurgical Research Center,/iranian-entities/razi-metallurgical-research-center
Razi Petrochemical Company (RPC),/iranian-entities/razi-petrochemical-company-rpc
Rear Admiral Ali Fadavi,/iranian-entities/rear-admiral-ali-fadavi
Rear Admiral Mohammad Shafi'i Rudsari,/iranian-entities/rear-admiral-mohammad-shafii-rudsari
Research Center for Explosion and Impact,/iranian-entities/research-center-explosion-and-impact
Research Center for Genetic Biotechnology,/iranian-entities/research-center-genetic-biotechnology
Research Centre and Combustion of Esfahan,/iranian-entities/research-centre-and-combustion-esfahan
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Research Institute for Iranian Defense Industries,/iranian-entities/research-institute-iranian-defense-industries
Research Institute of Petroleum Industry (RIPI),/iranian-entities/research-institute-petroleum-industry-ripi
Revolutionary Guards Baqiyatollah Research Center,/iranian-entities/revolutionary-guards-baqiyatollah-research-center
Reza Aghazadeh,/iranian-entities/reza-aghazadeh
Reza Almasi,/iranian-entities/reza-almasi
Reza Amidi,/iranian-entities/reza-amidi
Reza Mozaffarinia Hosein,/iranian-entities/reza-mozaffarinia-hosein
Reza Rejali,/iranian-entities/reza-rejali
Reza Zahedipour,/iranian-entities/reza-zahedipour
Reza-Gholi Esmaeli,/iranian-entities/reza-gholi-esmaeli
Rishi Maritime Inc.,/iranian-entities/rishi-maritime-inc
Rock Chemie,/iranian-entities/rock-chemie
Rohollah Vosoughi,/iranian-entities/rohollah-vosoughi
Rose Polymer Co.,/iranian-entities/rose-polymer-co
Rosmachin,/iranian-entities/rosmachin
Rostam Qasemi,/iranian-entities/rostam-qasemi
Royal-Med Shipping Agency Ltd.,/iranian-entities/royal-med-shipping-agency-ltd
Ruhollah Ghaderi Barmi,/iranian-entities/ruhollah-ghaderi-barmi
Sa'id Borji,/iranian-entities/said-borji
Saba Battery,/iranian-entities/saba-battery
Sabalan Company,/iranian-entities/sabalan-company
SAD Import-Export Company,/iranian-entities/sad-import-export-company
Sadid Caran Saba Engineering Company ,/iranian-entities/sadid-caran-saba-engineering-company
Sadid Pipe & Profile Co.,/iranian-entities/sadid-pipe-profile-co
Sadra Research Center,/iranian-entities/sadra-research-center
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Saeed Aghajani,/iranian-entities/saeed-aghajani
Saeed Homayouni,/iranian-entities/saeed-homayouni
Saeed Valadbaigi,/iranian-entities/saeed-valadbaigi
Safa Nicu,/iranian-entities/safa-nicu
Safety Equipment Procurement Company,/iranian-entities/safety-equipment-procurement-company
Safiran Airport Services,/iranian-entities/safiran-airport-services
Saghand Uranium Mine,/iranian-entities/saghand-uranium-mine
Sahab Phase,/iranian-entities/sahab-phase
Sahand Aluminum Parts Industrial Company (SAPICO),/iranian-entities/sahand-aluminum-parts-industrial-company-sapico
Sahel Consultant Engineers,/iranian-entities/sahel-consultant-engineers
Sahid Mofateh Power Generation Management Co.,/iranian-entities/sahid-mofateh-power-generation-management-co
Said Esmail Khalilipour,/iranian-entities/said-esmail-khalilipour
Saipa Wheel Manufacturing Co.,/iranian-entities/saipa-wheel-manufacturing-co
Sakht Iran,/iranian-entities/sakht-iran
Salim Borji,/iranian-entities/salim-borji
Saltanat-Abad Missile Center,/iranian-entities/saltanat-abad-missile-center
Saman Bank,/iranian-entities/saman-bank
Saman Nasb Zayendeh Rood,/iranian-entities/saman-nasb-zayendeh-rood
Saman Tose'e Asia,/iranian-entities/saman-tosee-asia
Samen Industries,/iranian-entities/samen-industries
Samen Sanam,/iranian-entities/samen-sanam
Sanam Industries Group,/iranian-entities/sanam-industries-group
Sanam Projects Management (SPM),/iranian-entities/sanam-projects-management-spm
Sanaye Jangafzar Sazi,/iranian-entities/sanaye-jangafzar-sazi-0
Sanaye Khodro Sazi (SKS),/iranian-entities/sanaye-khodro-sazi-sks
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Sapid Shipping Co.,/iranian-entities/sapid-shipping-co
Sasadja Department,/iranian-entities/sasadja-department
Sasadja Moavenate Bazargani,/iranian-entities/sasadja-moavenate-bazargani
Sasadja Moavenate Mohandesi,/iranian-entities/sasadja-moavenate-mohandesi
Satak Co. Ltd.,/iranian-entities/satak-co-ltd
Sattar Nasiri,/iranian-entities/sattar-nasiri
Sayed Shamsuddin Borborudi,/iranian-entities/sayed-shamsuddin-borborudi
Sayehban Sepehr Delijan Company,/iranian-entities/sayehban-sepehr-delijan-company
Sayiden Industries Company,/iranian-entities/sayiden-industries-company
Sayyed Asghar Hashemitabar,/iranian-entities/sayyed-asghar-hashemitabar
Sayyed Javad Musavi,/iranian-entities/sayyed-javad-musavi
Sayyed Mohammad Ali Haddadnezhad Tehrani ,/iranian-entities/sayyed-mohammad-ali-haddadnezhad-tehrani
Sayyed Mohammad Mehdi Hadavi,/iranian-entities/sayyed-mohammad-mehdi-hadavi
Sazeh Morakab,/iranian-entities/sazeh-morakab
Sazinah Ghorveh Manufacturing Company,/iranian-entities/sazinah-ghorveh-manufacturing-company
Schiller Novin,/iranian-entities/schiller-novin
Seid Mir Ahmad Nooshin,/iranian-entities/seid-mir-ahmad-nooshin
Sepanir,/iranian-entities/sepanir
Sepasad Engineering Company,/iranian-entities/sepasad-engineering-company
Sepehr Research and Technological Institute,/iranian-entities/sepehr-research-and-technological-institute
Serzhik Avasappian,/iranian-entities/serzhik-avasappian
Seyed Alaeddin Sadat Rasool,/iranian-entities/seyed-alaeddin-sadat-rasool
Seyed Jaber Safdari,/iranian-entities/seyed-jaber-safdari
Seyed Mohammad Hashemi,/iranian-entities/seyed-mohammad-hashemi
Seyyed Hussein Husseini,/iranian-entities/seyyed-hussein-husseini
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Seyyed Reza Ghasemi,/iranian-entities/seyyed-reza-ghasemi
Shafagh Senobar Yazd Company Limited,/iranian-entities/shafagh-senobar-yazd-company-limited
Shaghayegh Akhaei,/iranian-entities/shaghayegh-akhaei
Shahed Aviation Industries,/iranian-entities/shahed-aviation-industries
Shahid Ahmad Kazemi Industrial Group,/iranian-entities/shahid-ahmad-kazemi-industrial-group
Shahid Alamolhoda Industries,/iranian-entities/shahid-alamolhoda-industries
Shahid Avini Group,/iranian-entities/shahid-avini-group
Shahid Baba'i Group,/iranian-entities/shahid-babai-group
Shahid Babaie Industries Complex (SBIC),/iranian-entities/shahid-babaie-industries-complex-sbic
Shahid Bagheri Industrial Group (SBIG),/iranian-entities/shahid-bagheri-industrial-group-sbig
"Shahid Beheshti Complex, Gam Plant (ICI/GAM)",/iranian-entities/shahid-beheshti-complex-gam-plant-icigam
Shahid Beheshti University,/iranian-entities/shahid-beheshti-university
Shahid Chamran Group,/iranian-entities/shahid-chamran-group
Shahid Chamran Hospital,/iranian-entities/shahid-chamran-hospital
Shahid Cheraghi Industries,/iranian-entities/shahid-cheraghi-industries
Shahid Darvishi Marine Industries,/iranian-entities/shahid-darvishi-marine-industries
Shahid Dastvareh Research Complex,/iranian-entities/shahid-dastvareh-research-complex
Shahid Eslami Research Center,/iranian-entities/shahid-eslami-research-center
Shahid Fakhar Moghaddam Group,/iranian-entities/shahid-fakhar-moghaddam-group
Shahid Haj Ali Movahed Research Center,/iranian-entities/shahid-haj-ali-movahed-research-center
Shahid Hemat Industrial Group (SHIG),/iranian-entities/shahid-hemat-industrial-group-shig
Shahid Julaei Offshore Industries,/iranian-entities/shahid-julaei-offshore-industries
Shahid Kalhor Industries,/iranian-entities/shahid-kalhor-industries
Shahid Karimi Group,/iranian-entities/shahid-karimi-group
Shahid Karimi Industries,/iranian-entities/shahid-karimi-industries
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Shahid Karrazi Industries,/iranian-entities/shahid-karrazi-industries
Shahid Kazemi Group,/iranian-entities/shahid-kazemi-group
Shahid Kuladooz Industrial Complex,/iranian-entities/shahid-kuladooz-industrial-complex
Shahid Meisami Group,/iranian-entities/shahid-meisami-group
Shahid Moghaddam Industries,/iranian-entities/shahid-moghaddam-industries
Shahid Moslemi Industries,/iranian-entities/shahid-moslemi-industries
Shahid Motahari Industries,/iranian-entities/shahid-motahari-industries
Shahid Mousavi Offshore Industries,/iranian-entities/shahid-mousavi-offshore-industries
Shahid Movahhed Danesh Group,/iranian-entities/shahid-movahhed-danesh-group
Shahid Nuri Industries,/iranian-entities/shahid-nuri-industries
Shahid Rastegar Industries,/iranian-entities/shahid-rastegar-industries
Shahid Sanepour,/iranian-entities/shahid-sanepour
Shahid Sanikhani Industries,/iranian-entities/shahid-sanikhani-industries
Shahid Sattari Air Force University,/iranian-entities/shahid-sattari-air-force-university
Shahid Sattari Industries,/iranian-entities/shahid-sattari-industries
Shahid Sayyad Shirazi Industries,/iranian-entities/shahid-sayyad-shirazi-industries
Shahid Shafizadeh Industrial Complex (SSIC),/iranian-entities/shahid-shafizadeh-industrial-complex-ssic
Shahid Shahabadi Industrial Complex,/iranian-entities/shahid-shahabadi-industrial-complex
Shahid Shiroudi Industries,/iranian-entities/shahid-shiroudi-industries
Shahid Shokri Science and Technology Research Center,/iranian-entities/shahid-shokri-science-technology-research-center-0
Shahid Shustari Industries,/iranian-entities/shahid-shustari-industries
Shahid Tamjidi Offshore Industries,/iranian-entities/shahid-tamjidi-offshore-industries
Shahid Tondgooian Petrochemical Company,/iranian-entities/shahid-tondgooian-petrochemical-company
Shahid Varamini Industries,/iranian-entities/shahid-varamini-industries
Shahrokhi Industrial Group,/iranian-entities/shahrokhi-industrial-group
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Shakhes Behbood Sanaat Company,/iranian-entities/shakhes-behbood-sanaat-company
Sharif University of Technology,/iranian-entities/sharif-university-technology
Sheikh Baha'i Science and Technology Research Center,/iranian-entities/sheikh-bahai-science-technology-research-center
Shetab G.,/iranian-entities/shetab-g
Shetab Gaman,/iranian-entities/shetab-gaman
Shetab Trading,/iranian-entities/shetab-trading
Shifa Pharmed Industrial Group Company,/iranian-entities/shifa-pharmed-industrial-group-company
Shipping Computer Services Company,/iranian-entities/shipping-computer-services-company
Shiraz Electronics Industries (SEI),/iranian-entities/shiraz-electronics-industries-sei
Shiraz Petrochemical Company,/iranian-entities/shiraz-petrochemical-company
Shiraz University Engineering School,/iranian-entities/shiraz-university-engineering-school
Sho'a' Aviation,/iranian-entities/shoa-aviation
Shomal Cement Company,/iranian-entities/shomal-cement-company
Simatic Development Co.,/iranian-entities/simatic-development-co
Sina Bank,/iranian-entities/sina-bank
Sina Composite Delijan Company,/iranian-entities/sina-composite-delijan-company
Sina Darou Laboratories Company,/iranian-entities/sina-darou-laboratories-company
Sina Hasanzadeh,/iranian-entities/sina-hasanzadeh
Sina Industry,/iranian-entities/sina-industry
Skylab,/iranian-entities/skylab
"Sobhani, Seyed Kharim Ali",/iranian-entities/sobhani-seyed-kharim-ali
Sohban Pharmaceutical Co.,/iranian-entities/sohban-pharmaceutical-co
Sorinet Commercial Trust,/iranian-entities/sorinet-commercial-trust
Soroush Sarzamin Asatir Ship Management Company,/iranian-entities/soroush-sarzamin-asatir-ship-management-company
South Shipping Line Iran,/iranian-entities/south-shipping-line-iran
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
South Way Shipping Agency Co Ltd,/iranian-entities/south-way-shipping-agency-co-ltd
Southern Zagros Oil and Gas Production Company,/iranian-entities/southern-zagros-oil-gas-production-company
Special Industries Group,/iranian-entities/special-industries-group
Starry Shine International Limited,/iranian-entities/starry-shine-international-limited
State Purchasing Organization,/iranian-entities/state-purchasing-organization
Statira Maritime Incorporation,/iranian-entities/statira-maritime-incorporation
Sub-surface Research Center,/iranian-entities/sub-surface-research-center
Supreme National Defense University,/iranian-entities/supreme-national-defense-university
SUREH,/iranian-entities/sureh
Surena Company,/iranian-entities/surena-company
T.S.S. Co,/iranian-entities/tss-co
Tabriz Bakeri Base Factory,/iranian-entities/tabriz-bakeri-base-factory
Tabriz Petrochemical Company,/iranian-entities/tabriz-petrochemical-company
Tactical Communications Research Center,/iranian-entities/tactical-communications-research-center
Tadbir Energy Development Group,/iranian-entities/tadbir-energy-development-group
Taghtiran Kashan Co.,/iranian-entities/taghtiran-kashan-co
Tajhiz Sanat Shayan (TSS),/iranian-entities/tajhiz-sanat-shayan-tss
TAMAS Company,/iranian-entities/tamas-company
Tamin Kalaye Sabz Aras Company,/iranian-entities/tamin-kalaye-sabz-aras-company
Tamin Tajhizat Sanayeh Hasteieh,/iranian-entities/tamin-tajhizat-sanayeh-hasteieh
Tarh O Palayesh,/iranian-entities/tarh-o-palayesh
Tavan Gostar Company,/iranian-entities/tavan-gostar-company
Technology Cooperation Office,/iranian-entities/technology-cooperation-office
Teheran Nuclear Research Center (TNRC),/iranian-entities/teheran-nuclear-research-center-tnrc
Tehran Gostaresh,/iranian-entities/tehran-gostaresh
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Tehran Oil Refining Company,/iranian-entities/tehran-oil-refining-company
Tehran Padena Company,/iranian-entities/tehran-padena-company
Tehran Tammam Engineering Services,/iranian-entities/tehran-tammam-engineering-services
Tehran University,/iranian-entities/tehran-university
Tehran University of Medical Sciences (TUMS),/iranian-entities/tehran-university-medical-sciences-tums
Tenny Darian,/iranian-entities/tenny-darian
Test Tafsir,/iranian-entities/test-tafsir
Tidewater Middle East Co.,/iranian-entities/tidewater-middle-east-co
Tiva Sanat Group,/iranian-entities/tiva-sanat-group
Tiz Pars Co,/iranian-entities/tiz-pars-co
"Toli Tech, Inc.",/iranian-entities/toli-tech-inc
Tolid Daru Company (TOLID),/iranian-entities/tolid-daru-company-tolid
Toos Electronics,/iranian-entities/toos-electronics
Top Glacier Company Limited,/iranian-entities/top-glacier-company-limited
Top Prestige Trading Limited,/iranian-entities/top-prestige-trading-limited
Tosse Silooha,/iranian-entities/tosse-silooha
Trade Capital Bank,/iranian-entities/trade-capital-bank
"Trojack, Henry Joseph",/iranian-entities/trojack-henry-joseph
Turbine Engineering Manufacturing,/iranian-entities/turbine-engineering-manufacturing
Ulrich Wippermann,/iranian-entities/ulrich-wippermann
Universal Transportation Limitation Utl,/iranian-entities/universal-transportation-limitation-utl
University of Science and Defense Technology (USDT),/iranian-entities/university-science-and-defense-technology-usdt
Uranium Chemistry Labratory (UCL),/iranian-entities/uranium-chemistry-labratory-ucl
Uranium Conversion Facility (UCF),/iranian-entities/uranium-conversion-facility-ucf
Uranium Processing and Nuclear Fuel Production Company,/iranian-entities/uranium-processing-and-nuclear-fuel-production-company
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Vakav Kimia Novin,/iranian-entities/vakav-kimia-novin
Valfajr 8th Shipping Line Co SSK,/iranian-entities/valfajr-8th-shipping-line-co-ssk
Value-Added Services Laboratory,/iranian-entities/value-added-services-laboratory
Vanak Missile Center,/iranian-entities/vanak-missile-center
Vehicle and Equipment Industries Group (VEIG),/iranian-entities/vehicle-and-equipment-industries-group-veig
Waste Disposal Site at Qom,/iranian-entities/waste-disposal-site-qom
West Sun Trade GmbH,/iranian-entities/west-sun-trade-gmbh
Western Surge Shipping Co Ltd,/iranian-entities/western-surge-shipping-co-ltd
Y.A.S. Co. Ltd,/iranian-entities/yas-co-ltd
Ya Ali Industrial Center,/iranian-entities/ya-ali-industrial-center
Ya Mahdi Industrial Research Complex (YMA),/iranian-entities/ya-mahdi-industrial-research-complex-yma
Yahya Rahim Safavi,/iranian-entities/yahya-rahim-safavi
Yarsanat Co. Ltd.,/iranian-entities/yarsanat-co-ltd
Yas Air,/iranian-entities/yas-air
Yasa Part,/iranian-entities/yasa-part
Yazd Metallurgy Industries,/iranian-entities/yazd-metallurgy-industries
Yazd Radiation Processing Center,/iranian-entities/yazd-radiation-processing-center
Yousef Aboutalebi,/iranian-entities/yousef-aboutalebi
Zaeim Electronic Industries Company,/iranian-entities/zaeim-electronic-industries-company
Zagros Pardis Kish,/iranian-entities/zagros-pardis-kish
Zist Tajhiz Pooyesh Company,/iranian-entities/zist-tajhiz-pooyesh-company
Zolal Iran Co.,/iranian-entities/zolal-iran-co
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
Paravar Pars Company,/iranian-entities/paravar-pars-company
"An Iran-based company that produces light and ultra-light aircraft; according to the U.S. Department of the Treasury, has produced and tested unmanned aerial vehicles for the Islamic Revolutionary Guard Corps (IRGC); is closely associated with Imam Hussein University (IHU), an IRGC-controlled institution.",
Oje Parvaz Mado Nafar Company,/iranian-entities/oje-parvaz-mado-nafar-company
"An Iran-based company specialized in manufacturing unmanned aerial vehicle (UAV) components and in importing and exporting commercial goods; according to the U.S. Department of the Treasury, has procured UAV engines for entities linked to the Islamic Revolutionary Guard Corps (IRGC).",
